card_title,card_reviews,card_link,card_image,card_status,card_limit,card_score,card_annual_income,card_applied_from,card_bureau,card_age,card_notes,card_author_name,card_meta_date,card_dislike,card_like 
Ink Business Premier,1080,https://helpmebuildcredit.com/creditcard/ink-business-premier-credit-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/10/ink-business-premier-1.png,publish,"$30,000",758,N/A,New York,Experian,10 years plus,NaN,User_nmkoutiv,"May 18, 2023",0,1
Blue Cash Preferred,1602,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$1,000",735,N/A,Georgia,Experian,0-6 months,NaN,User_ey516nqs,"May 21, 2023",0,2
Chase Sapphire Preferred,1731,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$10,200",710,N/A,New York,Experian,10 years plus,NaN,User_u0wqbtj3,"May 21, 2023",0,2
United Gateway,1662,https://helpmebuildcredit.com/creditcard/united-gateway-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/10/united-gateway-dual-card.png,decline,N/A,748,N/A,New York,Experian,1-2 years,"I applied for a sapphire preferred and was approved, same day I applied for this one and got denied. Reason given was “to many requests for credit, or open accounts with us” I have total 3 inquiries, with the last one being a year old, and I have 2 chase cards including the sapphire” thank you HMBC for everything! ",User_6sdigr3v,"May 20, 2023",0,1
Amex Platinum Business,1570,https://helpmebuildcredit.com/creditcard/amex-platinum-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-platinum-business-1.png,publish,N/A,683,N/A,California,None,10 years plus,"Third AMEX business card, sixth overall. Also have their savings account and business checking account. No hard pull, but did request bank account information. ",User_9rnutels,"May 20, 2023",0,1
Customized Cash Rewards,1735,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/bank-of-america-cash-rewards.png,publish,"$19,500",773,N/A,Illinois,Experian,2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Blue Cash Preferred,1684,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$20,000",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Freedom Flex,1689,https://helpmebuildcredit.com/creditcard/chase-freedom-flex/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/freedom-flex.png,publish,"$2,800",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
GM Business,1790,https://helpmebuildcredit.com/creditcard/gm-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/gm-business-1.png,publish,"$40,000",740,N/A,New York,N/A,10 years plus,NaN,User_xt4b1svi,"May 19, 2023",0,1
SavorOne Cash Rewards,1651,https://helpmebuildcredit.com/creditcard/capital-one-savorone-rewards-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/savor-one-cash.png,publish,"$3,000",773,N/A,Illinois,"Experian, Equifax, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,2
Chase Sapphire Preferred,1520,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$17,300",748,N/A,New York,Experian,1-2 years,"Thank you HMPC, non stop free advice, and the best credit card search engine by far! ",User_702n9ywm,"May 19, 2023",0,1
Capital One Venture X,1420,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",780,N/A,New York,"Experian, Equifax, TransUnion",2-5 years,NaN,User_895rehof,"May 18, 2023",0,2
NaN,1312,#,h,publish,"$3,000",702,N/A,New York,Experian,6-12 months,NaN,User_iw1az4ry,"May 18, 2023",0,2
Customized Cash Rewards Secured,1329,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards-secured-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/boa-customized-cash-rewards-secured.png,publish,"$6,000",761,N/A,Maryland,Experian,10 years plus,NaN,User_390jipur,"May 18, 2023",0,1
Amex Gold Business,1090,https://helpmebuildcredit.com/creditcard/amex-gold-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/03/amex-gold-bis-1.png,publish,N/A,705,N/A,New York,Experian,0-6 months,NaN,User_qdsjlihw,"May 18, 2023",0,1
Ink Business Premier,1081,https://helpmebuildcredit.com/creditcard/ink-business-premier-credit-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/10/ink-business-premier-1.png,publish,"$30,000",758,N/A,New York,Experian,10 years plus,NaN,User_nmkoutiv,"May 18, 2023",0,1
Blue Cash Preferred,1603,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$1,000",735,N/A,Georgia,Experian,0-6 months,NaN,User_ey516nqs,"May 21, 2023",0,2
Chase Sapphire Preferred,1732,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$10,200",710,N/A,New York,Experian,10 years plus,NaN,User_u0wqbtj3,"May 21, 2023",0,2
United Gateway,1663,https://helpmebuildcredit.com/creditcard/united-gateway-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/10/united-gateway-dual-card.png,decline,N/A,748,N/A,New York,Experian,1-2 years,"I applied for a sapphire preferred and was approved, same day I applied for this one and got denied. Reason given was “to many requests for credit, or open accounts with us” I have total 3 inquiries, with the last one being a year old, and I have 2 chase cards including the sapphire” thank you HMBC for everything! ",User_6sdigr3v,"May 20, 2023",0,1
Amex Platinum Business,1571,https://helpmebuildcredit.com/creditcard/amex-platinum-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-platinum-business-1.png,publish,N/A,683,N/A,California,None,10 years plus,"Third AMEX business card, sixth overall. Also have their savings account and business checking account. No hard pull, but did request bank account information. ",User_9rnutels,"May 20, 2023",0,1
Customized Cash Rewards,1736,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/bank-of-america-cash-rewards.png,publish,"$19,500",773,N/A,Illinois,Experian,2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Blue Cash Preferred,1685,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$20,000",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Freedom Flex,1690,https://helpmebuildcredit.com/creditcard/chase-freedom-flex/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/freedom-flex.png,publish,"$2,800",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
GM Business,1791,https://helpmebuildcredit.com/creditcard/gm-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/gm-business-1.png,publish,"$40,000",740,N/A,New York,N/A,10 years plus,NaN,User_xt4b1svi,"May 19, 2023",0,1
SavorOne Cash Rewards,1652,https://helpmebuildcredit.com/creditcard/capital-one-savorone-rewards-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/savor-one-cash.png,publish,"$3,000",773,N/A,Illinois,"Experian, Equifax, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,2
Chase Sapphire Preferred,1521,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$17,300",748,N/A,New York,Experian,1-2 years,"Thank you HMPC, non stop free advice, and the best credit card search engine by far! ",User_702n9ywm,"May 19, 2023",0,1
Capital One Venture X,1421,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",780,N/A,New York,"Experian, Equifax, TransUnion",2-5 years,NaN,User_895rehof,"May 18, 2023",0,2
NaN,1313,#,h,publish,"$3,000",702,N/A,New York,Experian,6-12 months,NaN,User_iw1az4ry,"May 18, 2023",0,2
Customized Cash Rewards Secured,1330,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards-secured-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/boa-customized-cash-rewards-secured.png,publish,"$6,000",761,N/A,Maryland,Experian,10 years plus,NaN,User_390jipur,"May 18, 2023",0,1
Amex Gold Business,1091,https://helpmebuildcredit.com/creditcard/amex-gold-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/03/amex-gold-bis-1.png,publish,N/A,705,N/A,New York,Experian,0-6 months,NaN,User_qdsjlihw,"May 18, 2023",0,1
Ink Business Premier,1082,https://helpmebuildcredit.com/creditcard/ink-business-premier-credit-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/10/ink-business-premier-1.png,publish,"$30,000",758,N/A,New York,Experian,10 years plus,NaN,User_nmkoutiv,"May 18, 2023",0,1
Blue Cash Preferred,1604,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$1,000",735,N/A,Georgia,Experian,0-6 months,NaN,User_ey516nqs,"May 21, 2023",0,2
Chase Sapphire Preferred,1733,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$10,200",710,N/A,New York,Experian,10 years plus,NaN,User_u0wqbtj3,"May 21, 2023",0,2
United Gateway,1664,https://helpmebuildcredit.com/creditcard/united-gateway-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/10/united-gateway-dual-card.png,decline,N/A,748,N/A,New York,Experian,1-2 years,"I applied for a sapphire preferred and was approved, same day I applied for this one and got denied. Reason given was “to many requests for credit, or open accounts with us” I have total 3 inquiries, with the last one being a year old, and I have 2 chase cards including the sapphire” thank you HMBC for everything! ",User_6sdigr3v,"May 20, 2023",0,1
Amex Platinum Business,1572,https://helpmebuildcredit.com/creditcard/amex-platinum-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-platinum-business-1.png,publish,N/A,683,N/A,California,None,10 years plus,"Third AMEX business card, sixth overall. Also have their savings account and business checking account. No hard pull, but did request bank account information. ",User_9rnutels,"May 20, 2023",0,1
Customized Cash Rewards,1737,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/bank-of-america-cash-rewards.png,publish,"$19,500",773,N/A,Illinois,Experian,2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Blue Cash Preferred,1686,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$20,000",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Freedom Flex,1691,https://helpmebuildcredit.com/creditcard/chase-freedom-flex/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/freedom-flex.png,publish,"$2,800",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
GM Business,1792,https://helpmebuildcredit.com/creditcard/gm-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/gm-business-1.png,publish,"$40,000",740,N/A,New York,N/A,10 years plus,NaN,User_xt4b1svi,"May 19, 2023",0,1
SavorOne Cash Rewards,1653,https://helpmebuildcredit.com/creditcard/capital-one-savorone-rewards-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/savor-one-cash.png,publish,"$3,000",773,N/A,Illinois,"Experian, Equifax, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,2
Chase Sapphire Preferred,1522,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$17,300",748,N/A,New York,Experian,1-2 years,"Thank you HMPC, non stop free advice, and the best credit card search engine by far! ",User_702n9ywm,"May 19, 2023",0,1
Capital One Venture X,1422,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",780,N/A,New York,"Experian, Equifax, TransUnion",2-5 years,NaN,User_895rehof,"May 18, 2023",0,2
NaN,1314,#,h,publish,"$3,000",702,N/A,New York,Experian,6-12 months,NaN,User_iw1az4ry,"May 18, 2023",0,2
Customized Cash Rewards Secured,1331,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards-secured-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/boa-customized-cash-rewards-secured.png,publish,"$6,000",761,N/A,Maryland,Experian,10 years plus,NaN,User_390jipur,"May 18, 2023",0,1
Amex Gold Business,1092,https://helpmebuildcredit.com/creditcard/amex-gold-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/03/amex-gold-bis-1.png,publish,N/A,705,N/A,New York,Experian,0-6 months,NaN,User_qdsjlihw,"May 18, 2023",0,1
Ink Business Premier,1083,https://helpmebuildcredit.com/creditcard/ink-business-premier-credit-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/10/ink-business-premier-1.png,publish,"$30,000",758,N/A,New York,Experian,10 years plus,NaN,User_nmkoutiv,"May 18, 2023",0,1
Blue Cash Preferred,1605,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$1,000",735,N/A,Georgia,Experian,0-6 months,NaN,User_ey516nqs,"May 21, 2023",0,2
Chase Sapphire Preferred,1734,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$10,200",710,N/A,New York,Experian,10 years plus,NaN,User_u0wqbtj3,"May 21, 2023",0,2
United Gateway,1665,https://helpmebuildcredit.com/creditcard/united-gateway-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/10/united-gateway-dual-card.png,decline,N/A,748,N/A,New York,Experian,1-2 years,"I applied for a sapphire preferred and was approved, same day I applied for this one and got denied. Reason given was “to many requests for credit, or open accounts with us” I have total 3 inquiries, with the last one being a year old, and I have 2 chase cards including the sapphire” thank you HMBC for everything! ",User_6sdigr3v,"May 20, 2023",0,1
Amex Platinum Business,1573,https://helpmebuildcredit.com/creditcard/amex-platinum-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-platinum-business-1.png,publish,N/A,683,N/A,California,None,10 years plus,"Third AMEX business card, sixth overall. Also have their savings account and business checking account. No hard pull, but did request bank account information. ",User_9rnutels,"May 20, 2023",0,1
Customized Cash Rewards,1738,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/bank-of-america-cash-rewards.png,publish,"$19,500",773,N/A,Illinois,Experian,2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Blue Cash Preferred,1687,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$20,000",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Freedom Flex,1692,https://helpmebuildcredit.com/creditcard/chase-freedom-flex/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/freedom-flex.png,publish,"$2,800",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
GM Business,1793,https://helpmebuildcredit.com/creditcard/gm-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/gm-business-1.png,publish,"$40,000",740,N/A,New York,N/A,10 years plus,NaN,User_xt4b1svi,"May 19, 2023",0,1
SavorOne Cash Rewards,1654,https://helpmebuildcredit.com/creditcard/capital-one-savorone-rewards-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/savor-one-cash.png,publish,"$3,000",773,N/A,Illinois,"Experian, Equifax, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,2
Chase Sapphire Preferred,1523,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$17,300",748,N/A,New York,Experian,1-2 years,"Thank you HMPC, non stop free advice, and the best credit card search engine by far! ",User_702n9ywm,"May 19, 2023",0,1
